config,source_article,logical_fallacies
edu,"Today late for ten minutes, tomorrow late for an hour, and then someday you will simply cease to show up.",faulty generalization
edu,We cannot approve of this recycling idea. It was thought of by a bunch of hippie communist weirdos.,ad hominem
edu,"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?",faulty generalization
edu,"That candidate wants to raise the minimum wage, but they aren't even smart enough to run a business.",ad hominem
edu,My uncle is a mechanic and he says you shouldn't spank children. He says it's ineffective.,fallacy of credibility
edu,"If I say that a surgeon should be allowed to use a guidebook to carry out surgery like a student can use open notes on a test, I have made a",fallacy of logic
edu,"""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?""",ad hominem
edu,", if everyone else is doing something, it must be right/good.",ad populum
edu,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?",appeal to emotion
edu,In many cases you can't really tell whether patients are improving because of what the therapist is doing or because of the placebo effect—there's a fuzzy line separating the two--so we must conclude that they are actually the same mechanism of improvement.,equivocation
edu,"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!",ad populum
edu,"""You cannot detain me. I am still grieving my cat's death.""",appeal to emotion
edu,I'm moving to Connecticut because it is the richest state in the nation and I'm tired of being poor.,false causality
edu,"Wilma: You cheated on your income tax. Don't you realize that's wrong
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",ad hominem
edu,"Dave wants you to break into the spooky cabin with him. “Everyone does it,” he claims. What fallacy has he committed?",ad populum
edu,Old Major's speech claiming that ALL the animals will unite and revolt against the humans,ad populum
edu,Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader,appeal to emotion
edu,"Trisha: In an interview, your candidate admitted that he was a thief!
Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.
",intentional
edu,Tommy went to go swimming for the afternoon and later bought a lottery ticket. He won the lottery which must mean that swimming makes you win the lottery.,false causality
edu,Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.,faulty generalization
edu,What persuasive technique is being used in this photo?,ad populum
edu,"There are no good restaurants in New York; I tried two in Times Square, and they were awful.",faulty generalization
edu,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.,false causality
edu,We can either stop using cars or destroy the earth.,false dilemma
edu,"Radio talk show host, on learning that an association of critical thinking professors had suggested his show as a source of fallacious reasoning: “Who are these people? They talk to maybe 30 people at a time. I talk to 5 million people every day. They could not begin to do what I do. They are just gnats flying around getting in the way.”",fallacy of relevance
edu,"Oh, please. What would you know about labor laws? You don’t even have a job.",ad hominem
edu,"""University of Virginia professor [Charlotte] Patterson, considered a leading researcher in the field, says she has reviewed 22 studies involving offspring of gays ranging from toddlers to adults. She found none convincing [sic] that the children had suffered or were more than normally inclined to be gay. [...] Conservatives discredit Patterson by pointing out that she is an acknowledged lesbian, with a presumed ideological interest in the subject she studies.""",ad hominem
edu,"Same-sex marriage must be prohibited, or the family structure as we know it will  collapse.",appeal to emotion
edu,"Girl:"" I'm worried that my friend is mad at me.""
Friend: ""I wonder what you call a male lady bug?""",fallacy of logic
edu,"All babysitters have pimples.
All babysitter club members are babysitters.
Therefore, some babysitter club members have pimples.Example #2:
All forest creatures live in the woods.
All leprechauns are forest creatures.
Therefore, some leprechauns live in the woods.",fallacy of logic
edu,"Kent: My new car is really fast.

Cal: I doubt that it is as fast as a jet fighter so, therefore, it is not fast.",fallacy of extension
edu,You're wrong because you're ugly!,ad hominem
edu,"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!",false causality
edu,Someone who says something which does not flow logically in the conversation is guilty of using:,fallacy of logic
edu,"If you don't say the pledge of allegiance, then you must be a traitor.",false dilemma
edu,Nobody thinks homelessness is a good thing.,faulty generalization
edu,“We shouldn’t even bother to interview that job applicant. He has a beard.”,ad hominem
edu,People are like dogs. They respond best to clear discipline.,fallacy of logic
edu,My phone charger is broken because it doesn't work.,circular reasoning
edu,"It looks like the waiter forgot to charge us for the expensive bottle of champagne.  Let’s just leave -- after all, if he overcharged us, I doubt he would chase us down to give us our money back that we overpaid.",fallacy of relevance
edu,"Superstition is a belief or practice resulting from ignorance, fear of the unknown, trust in magic or chance, or a false conception of causation -- unless it is astrology.",intentional
edu,Student tells his professor that he thinks some of Donald Trump's positions have merit. Professor says he can't believe that the student believes in support racism.,fallacy of extension
edu,AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.,ad populum
edu,"“Your coach’s policy is that no one can be a starter on game day if they miss practice. So, if you miss basketball practice today, you won’t be a starter in Friday’s game. Then you won’t be the first freshman to start on the Varsity basketball team at our school.”'",faulty generalization
edu,The is zero doubt that she has the condition. She scored high on two separate diagnostic tests for it and both tests have shown extremely high validity. That proves she has it.,fallacy of relevance
edu,Which of the following is true?,fallacy of relevance
edu,"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”",ad populum
edu,"Violence among teens has risen the last five years. Video game playing among teens has also risen the last five years. Therefore, playing video games causes teens to be violent.",false causality
edu,"“If America doesn’t send weapons to the Syrian rebels, they won’t be able to defend themselves against their warring dictator. They’ll lose their civil war, and that dictator will oppress them, and the Soviets will consequently carve out a sphere of influence that spreads across the entire Middle East.",faulty generalization
edu,"I believe in supernatural beings because every time I drive past the cemetery where  my grandmother is buried, a light on my dashboard flashes.  Her spirit causes this because it never happens otherwise.",false causality
edu,"You've got to teach the boys logic! If you don't teach them logic, they won't learn how to think, and they'll become hobos and die in prison! Don't you care about your sons? (Mother to Father)",false dilemma
edu,"Bill, you drive a beat-up car from the 1980s. For this reason, we can never allow you to be a lifeguard at the community pool.",ad hominem
edu,"If it was raining outside, it would be dark. It’s dark outside, so it must be raining.",fallacy of logic
edu,Our gang will beat up anyone who doesn’t vote our way,appeal to emotion
edu,"Person 1: I think pollution is the cause of climate change.

Person 2: So you think humans cause hurricanes and tornadoes and tsunamis?",fallacy of extension
edu,"Everything I say is true. This is true because I said it, and everything I say is true.",circular reasoning
edu,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument",intentional
edu,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!""",false causality
edu,"If Hunter was human, he would be mortal. Hunter is mortal. Therefore, Hunter is a human.",fallacy of logic
edu,we should not build bike lanes because cyclists run red lights,fallacy of extension
edu,"If we let this child bring the permission slip late, there is no reason to ever set a deadline for anything again!",faulty generalization
edu,"If you don’t expose your child to germs, he will never get sick. Therefore, he will never build up his immune system to fight illness. He will grow up to be a sickly adult.",faulty generalization
edu,"Donald Trump Jr. Tweeted:
If I had a bowl of skittles and I told you just three would kill you. Would you take a handful? That's our Syrian refugee problem.
",faulty generalization
edu,No one should believe our dear lady Senator who have had an adulterous relationship.,ad hominem
edu,"For want of a nail the shoe was lost.
For want of a shoe the horse was lost.
For want of a horse the rider was lost.
For want of a rider the battle was lost.
For want of a battle the kingdom was lost.
And all for the want of a nail.
“For Want of a Nail,” medieval proverb",faulty generalization
edu,We believe on what we believe in.,intentional
edu,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want.",appeal to emotion
edu,"Every time my brother Bill accompanies me to Fenway Park, the Red Sox are sure to lose",false causality
edu,"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes.""",appeal to emotion
edu,I asked six of my friends what they thought of the new spending restraints and they agreed it is a good idea. The new restraints are therefore generally popular.,faulty generalization
edu,There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.,ad hominem
edu,OJ Simpson couldn't have murdered his wife. He's in the Pro Football Hall of Fame. He's famous!,fallacy of relevance
edu,"""Every time I forget my lunch bag, school ends early"" is an example of",false causality
edu,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.",fallacy of relevance
edu,"Daughter: Mom, I want that doll!
Mom: Let's get home and I'll get you a popsicle!
Daughter: Ooh, popsicle!",fallacy of relevance
edu,Why are you criticizing the Anti-Terror Law? Are you a terrorist?,fallacy of extension
edu,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?",intentional
edu,"NASA: Yes, we really did successfully land men on the moon.
TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.",intentional
edu,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine.  Therefore, smoking really can’t be that bad for you.",faulty generalization
edu,"Mr. Casal got sick last week, so it was likely due to the students.",circular reasoning
edu,Almost everyone at my school will be at the party Friday night. It must be the right thing to do.,ad populum
edu,"Only a selfish, non-caring person would believe that this is ok.",ad hominem
edu,"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?",faulty generalization
edu,"“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”",ad hominem
edu,"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make.""",ad populum
edu,"Growing up, many children are told to eat their dinner or else they would never grow big and tall. What fallacy is this?",false dilemma
edu,"Everyone seems to support the changes in the vacation policy, and if everyone likes them, they must be
good.",ad populum
edu,"If someone told you, ""Kyra doesn't know anything about science because she likes weird music,"" what logical fallacy are they using?",ad hominem
edu,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it's reasonable to conclude that chocolate helps keep your weight down.",false causality
edu,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",equivocation
edu,one thing leads to another and another and another. . . creates a “snowball” effect.,faulty generalization
edu,"If I don't take the right classes in high school, then I won't be able to get into a good college. If I don't get into a good college, then I won't be able to get a job. If I can't get a job, then I am going to end up homeless.",faulty generalization
edu,This fallacy suggests that unlikely or ridiculous outcomes are likely when there’s just not enough evidence to think so.,faulty generalization
edu,Warning!  Smoking may cause frostbite?,fallacy of relevance
edu,"Don: If you drink alcohol, it will kill any virus you might have.
Tony: What evidence do you have to support that? 
Don: I don’t need evidence. It is common sense.
",intentional
edu,"""A person apparently hopelessly ill may be allowed to take his own life. Then he may be permitted to deputize others to do it for him should he no longer be able to act. The judgment of others then becomes the ruling factor. Already at this point euthanasia is not personal and voluntary, for others are acting on behalf of the patient as they see fit. This may well incline them to act on behalf of other patients who have not authorized them to exercise their judgment. It is only a short step, then, from voluntary euthanasia (self-inflicted or authorized), to directed euthanasia administered to a patient who has given no authorization, to involuntary euthanasia conducted as a part of a social policy.""",faulty generalization
edu,President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!,faulty generalization
edu,Students tell Ms. Higgins her hair color looks different on her. Ms. Higgins can't believe her students called ugly and horrendous to look at.,fallacy of extension
edu,You want me to clean my locker? I think I left my homework in Science class. I need to keep up with my homework to get good grades.,fallacy of relevance
edu,"Shamus pointed a drunken finger at Sean and asked him to explain how so many people could believe in leprechauns if they're only a silly old superstition. Sean, however, had had a few too many Guinness himself and fell off his chair.",ad populum
edu,"Sarah loves to wear running shoes, all girls must like to run.",faulty generalization
edu,"Since a single human cell becomes a grown man over a period of a few years, then surely it can't be impossible for a single-cell organism to become the human race over a period of several million years.",fallacy of logic
edu,Have you stopped cheating on your tests?,intentional
edu,smoking cigarettes is deadly because cigarettes can kill you,circular reasoning
edu,You should listen to Ellie Goulding because everyone is listening to her music.,ad populum
edu,"Oh, please. What would you know about labor laws? You don't even have a job.",ad hominem
edu,"X is popular; therefore, X is right.",ad populum
edu,"I know you don't like the cat sweater that Grandma knitted for you, but she worked so hard on it, and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
edu,"Sukaina to her mom: Either you buy me this new book, or you decide that reading is not important at all.",false dilemma
edu,"If we legalize pot, the next thing you know people will want to legalize meth and heroin.",faulty generalization
edu,"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!""",faulty generalization
edu,"""The two courses I took at UWI were not very interesting. I don't think its a good university.""",faulty generalization
edu,"You support capital punishment just because you want an “eye for an eye,” but I have several good reasons to believe that capital punishment is fundamentally wrong.",fallacy of extension
edu,"""The logic teacher was hired to fill the new computer animation class. He is a great admirer of Pixar's work and will do a great job.""",fallacy of credibility
edu,"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws.""",faulty generalization
edu,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:",appeal to emotion
edu,"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is. They want to say that a marriage not only is one man and one woman but it is two men or it is two women. What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way. I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes.""",faulty generalization
edu,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,appeal to emotion
edu,Vote for me because the other candidate is a cheat and a liar!,ad hominem
edu,"""I knew him in high school and he almost flunked out. He can't be a good choice for mayor.""",ad hominem
edu,"Charlie: Fast food is filled with salt, fat and added sugars. We need better regulation of the industry.
Bob: That may be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries and 64 ounces of soda yesterday.",ad hominem
edu,"If I eat fast food for dinner, then I have a stomach ache in the evening. I had a stomach ache this evening. Therefore I ate fast food for dinner.",fallacy of logic
edu,Democrats are gay and Republicans are rich.,faulty generalization
edu,"What I object to most about those people who oppose capital punishment is that they believe that the lives of convicted murderers are more important than the lives of the police and prison guards who protect us. But, obviously, since the lives of those who protect us are of the greatest value, no one should oppose capital punishment.",fallacy of extension
edu,"Ashley: It is morally wrong to cheat on your spouse; why on earth would you have done that?
Hannah: But what is morality exactly?
Ashley: It’s a code of conduct shared by cultures.
Hannah: But who creates this code?...
Hannah has committed what fallacy?",fallacy of relevance
edu,I bought new shoes then my head started itching. I must be allergic to the shoes.,false causality
edu,An attempt to gain a customer’s trust in an advertisement is referred to as,fallacy of credibility
edu,"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night.",equivocation
edu,I saw that dog eat chicken so all dogs must only eat chicken.,faulty generalization
edu,"Every time I go to sleep, the sun goes down. Therefore, my going to sleep causes the sun to set.",false causality
edu,"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers.""",intentional
edu,"Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers.",false causality
edu,"""You're clearly just too young to understand what’s happening.” The statement is an example of…",ad hominem
edu,The Bible is the Word of God because God tells us it is... in the Bible.,circular reasoning
edu,"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers.""",false causality
edu,"There is a lot of commotion regarding saving the environment. We simply cannot make this world into the Garden of Eden. Pursuing perfection is impossible and pointless. And besides, even Adam and Eve got bored in Eden!",fallacy of relevance
edu,"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier.",appeal to emotion
edu,"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.",fallacy of logic
edu,"Everybody understands that the values in New York City are socially liberal and pro-abortion and pro-gay marriage,' he said. 'And focus on money and the media.",faulty generalization
edu,"By rejecting God, you are rejecting goodness, kindness, and love itself.",appeal to emotion
edu,news organizations are Fake News?,faulty generalization
edu,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).,fallacy of credibility
edu,"Q: Did the President have an affair?
A: ""He's very busy at the moment with the Middle East Peace talks, and has no time for
 silly accusations."" ",fallacy of relevance
edu,"My parents are vegetarians, and they are good people. Therefore, all vegetarians must be good people.",faulty generalization
edu,present ideas that elicit strong feelings,appeal to emotion
edu,"So many people are speaking up about animal rights, but what they should first focus on is human rights.",fallacy of relevance
edu,You can't give me a C. I'm an A student.,circular reasoning
edu,You say that Coach Smith pressured teachers to give his students passing grades. But don’t you agree that athletics are important to schools? Don’t they build character?,fallacy of relevance
edu,"Nuclear disarmament is a risk, but everything in life involves a risk. Every time you drive in a car you are taking a risk. If you're willing to drive in a car, you should be willing to have disarmament.",fallacy of logic
edu,"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""",ad hominem
edu,"This type of propaganda implies that since EVERYONE else is buying a product, so should you!",ad populum
edu,"Saying that because one finds something difficult to understand, therefore it's not true",intentional
edu,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood",intentional
edu,"This is an example of what?
""Attacks the arguer instead of the argument""",ad hominem
edu,Richardson is the most successful mayor the town has ever had because he's the best mayor of our history.,circular reasoning
edu,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",faulty generalization
edu,"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",faulty generalization
edu,"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck.",false causality
edu,"Everyone is selfish; everyone is doing what he believes will make himself happier. The recognition of that can take most of the sting out of accusations that you're being ""selfish."" Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?
What's the logical fallacy?",ad populum
edu,Leonardo DiCaprio is just a dumb actor! What does he really know about climate change?!,ad hominem
edu,“Live with me or live on the streets”,false dilemma
edu,"Despite the fact that our Q4 numbers are much lower than usual, we should push forward using the same strategy because our CEO Barbara says this is the best approach.",fallacy of credibility
edu,"Advocates for a tight virus response say ""we need to limit the spread."" What they're really saying is we need to shut down everything forever, leading to massive economic damage.",fallacy of extension
edu,Senator Smith says that the nation should not add to the defense budget. Senator Jones says that he cannot believe that Senator Smith wants to leave the nation defenseless.,fallacy of extension
edu,a movie reviewer who dislikes a Tom Cruise movie because of the actor's religion and tries to impose negative bias in the audience members' minds before they see the film.,ad hominem
edu,"""Politicians and diapers must be changed often, and for the same reason.""",fallacy of logic
edu,"A teacher tells Billy to stop talking, and he yells back: “Sarah was talking too!”",fallacy of relevance
edu,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain.",false causality
edu,Nobody else is wearing masks out in public. Why should you?,ad populum
edu,"""Even though it's only the first day, I can tell this is going to be a boring course.""",faulty generalization
edu,If Mr. Stiedemann assigns us homework then I can't work on other assignments in my other classes. Then my teachers will get mad and cause me to get angry. Then my anger will lead to behavioral issues and I'll get suspended.,faulty generalization
edu,"Al Gore's support of the discussion of sexual orientation issues on Ellen is  dangerous:  he advocates the exposure of children to sexually explicit materials,  which is wrong.",fallacy of extension
edu,"Recently, we highlighted a British journalist’s story about the underside of Dubai’s startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?",ad hominem
edu,"I am voting for Pepitone for President because the rest of my family is voting for her, and I don't want to be the only one not doing so.",ad populum
edu,"My opponent in this election claims to have the best interests of our community at heart. However, he is separated from his family. Isn’t family the basic unit of society? How can we entrust the concerns of the community to someone who was not able to keep his family together?",ad hominem
edu,"The first time I went to Six Flags was great, so every time I go there will be great.",faulty generalization
edu,President Reagan was a great communicator because he had the gift of talking effectively to the people.,circular reasoning
edu,"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard.",faulty generalization
edu,"I thought you were a good person, but you weren’t in class today.",false dilemma
edu,America has to act now to reduce illegal immigration. Recent studies show that the vast majority of Americans think that illegal immigration is a problem.,ad populum
edu,"America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?",ad hominem
edu,Forty million people won't be wrong. Please buy the latest iPhone 12.,ad populum
edu,The speaker insinuates that there are only two options despite this not being true.,false dilemma
edu,I can tell this movie is going to be terrible; the opening credits aren't even over yet!,faulty generalization
edu,"If you had school pride like the rest of us do, you would wear a mountain lion costume every day.",ad populum
edu,"My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid.",circular reasoning
edu,"My first day of basketball practice was easy, so it will always be easy.",faulty generalization
edu,"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach; the other half believe that the only valid approach is psychodynamic. Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements.",fallacy of relevance
edu,"My teacher says the Earth is flat, so it definitely is flat.",ad hominem
edu,"Roommate A: We need to talk about your dog. He keeps peeing everywhere and making a mess.
Roommate B: It's not as big of a problem as your cat. The thing sheds all over my clothes!
The above is an example of",fallacy of relevance
edu,"Preys on people’s emotions and sensitivities, can turn into a slippery slope",appeal to emotion
edu,"The temperature has dropped this morning, and I also have a headache. The cold weather must be causing my headache.",false causality
edu,"To justify support for a position by citing an esteemed or well-known figure who supports it.

Para justificar el apoyo a una posición citando a una figura estimada o conocida que lo apoya.",fallacy of credibility
edu,"If the state can require car seats for small children and infants, they can just as easily require mothers to breast-feed instead of using formula.",fallacy of logic
edu,"Cassie has no school spirit—she never comes to any of our football games.
guilt by association: a negative association intended to discredit someone or something",false dilemma
edu,"""Standardized dress should be used in schools because kids should wear standardized dress.""",circular reasoning
edu,"Because cases spiked rapidly in New York City back in March, it justified us closing down the whole country.",faulty generalization
edu,"Good people don't lie. You told a lie. Therefore, you are not a good person.",fallacy of logic
edu,Has your clinic stopped those unethical practices yet?,intentional
edu,"""Advocates of legalized abortion predicted it would solve our social problems. Instead, this destruction of one-fourth of a generation has left a more violent society in its wake: Child abuse has exploded, from 167,000 estimated cases in 1973 to 2.4 million in 1989, according to the National Center of Child Abuse and Neglect - a 1,400% increase. Teen suicide, among non-aborted and thus presumably ""wanted"" children, has doubled. Violent crime has more than doubled.""",fallacy of extension
edu,"Hi, I’m Troy McClure. You might remember me from such films as The Day the Peacock Died. After filming scenes with feathered co-stars all day, there’s nothing I enjoy more than a bucket of Buster’s Chicken. It’s chickentastic!",fallacy of credibility
edu,"Jimmy stole Tommy’s lunch in the past.

Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today.

",fallacy of relevance
edu,"Dr. Simmons: I am working on a way to lengthen the human lifespan to about 200 years.
Misty: You are declaring war on Mother Nature, and Mother Nature always wins!",equivocation
edu,"You never even finished law school, so why should I trust you to watch my children?",ad hominem
edu,A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.,ad populum
edu,"""If my hair looks nice, people will love me.""",fallacy of logic
edu,"Since it was a deathbed confession, it must be true.",ad hominem
edu,"I don't know about you, but I would never take the word of a woman who never finished school.",ad hominem
edu,"If we use just one more can of hairspray this month, earth as we know it will no longer exist.",faulty generalization
edu,"If there is objective morality, then good moral behavior will be rewarded after death.  I want to be rewarded; therefore, morality must be objective.",appeal to emotion
edu,"The ideas from that member of the club are wrong, but he isn’t actually a true member of the club so his ideas do not matter.",intentional
edu,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!""",appeal to emotion
edu,"Religion may have been wrong about a few things, but science has been wrong about many more things!",faulty generalization
edu,"""Let's look instead at what my opponent proposes to do with your hard earned money!""
This is an example of which type of logical fallacy?",fallacy of relevance
edu,"To my knowledge, there are no studies supporting this approach. Therefore, I see no reason to change our routine.",intentional
edu,"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
edu,All dogs go to heaven.,faulty generalization
edu,"Becky: I think capital punishment is a necessary component of our justice system and should remain legal.
Alex: So you are saying that murder should be legal and it is okay for us to go around killing people just because we think they deserve it? That isn't right.

Of what fallacy is Alex guilty?",fallacy of extension
edu,"If Joe robbed a bank then he has a million dollars. Joe has a million dollars, so Joe robbed a bank.",fallacy of logic
edu,"James' mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has James' mom committed?",faulty generalization
edu,"""You can never give anyone a break. If you do, they'll walk all over you.""",faulty generalization
edu,"If we allow students to have cell phones, it will lead to chaos in the classroom.  If we have chaos in the classroom, the students will fail to learn.  If they fail to learn, their lives will be ruined forever!",faulty generalization
edu,"Noisy children are a real headache. Two aspirin will make a headache go away. Therefore, two aspirin will make noisy children go away.",equivocation
edu,"It’s true that this company hasn’t given raises in the last 5 years, but we work really hard to ensure that we have a quality product and good customer service.",fallacy of relevance
edu,"""Finish your dinner. There are starving children in Africa."" is an example of",fallacy of relevance
edu,"You say that we have exaggerated the problem with global warming, but have you even considered how much more the homeless suffer when temperatures soar?",fallacy of relevance
edu,"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem
edu,"MeowMeowTweet is American-made skincare. I used it, and it gave me zits. American-made skincare gives people acne.",faulty generalization
edu,"Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that this must be the healthy way to eat, so she joins them.",ad populum
edu,"My first time walking the dog went terribly, so my dog is a terrible one.",faulty generalization
edu,It must be acknowledged that [whatever psychological test battery I use] is the only legitimate test battery.,circular reasoning
edu,"""If a black cat crosses your path you will have bad luck.""",false causality
edu,"""She is the best candidate for president because she is better than the other candidates!""",circular reasoning
edu,Trans fats are as bad as biological weapons.,fallacy of relevance
edu,"Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill.",circular reasoning
edu,"I thought you cared about other people, but I didn't see you at the fundraiser for the Children's Hospital ...",false dilemma
edu,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”",appeal to emotion
edu,"You smoke pot? If you keep doing that, you’ll be a heroin addict within two years.",faulty generalization
edu,Saying that men don't ever ask for directions,faulty generalization
edu,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.,appeal to emotion
edu,"All cats are animals.
Some pets are cats.
Therefore, some pets are not animals.",fallacy of logic
edu,"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery.",appeal to emotion
edu,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop.",false causality
edu,"Billy - ""An apple is a vegetable.""  
Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
edu,"""I believe that PNoy is the Abraham Lincoln of the Philippines.""",fallacy of logic
edu,What’s the point of living?  We’re all going to die anyway.,intentional
edu,Covid-19 is like 10 people doing arts and crafts together and one of them is working with glitter. How many art projects in the group get glitter on them?,fallacy of logic
edu,"""Andrea Dworkin has written several books arguing that the media harms women when it comes to body image. But Dworkin is an ugly, bitter person, so you shouldn't listen to her.""",ad hominem
edu,"You must obey the law, because it’s illegal to break the law.",circular reasoning
