config,source_article,logical_fallacies
edu,"""He's the best teacher I've ever had because he's the best teacher I've known.""",circular reasoning
edu,“You can’t give me a C. I’m an A student!”,circular reasoning
edu,"the claim, as evidence for an idea, that many people believe it, or used to believe it or do it.",ad populum
edu,"The level of mercury in seafood may be unsafe, but what will fishers do to support their families?",fallacy of relevance
edu,"involves acceptance or rejection of concepts based on their source, not their merit",ad hominem
edu,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:",ad hominem
edu,comparison or metaphors to relate ideas or situations that are not really that similar,fallacy of logic
edu,"Biology teacher: The theory of evolution states that all species evolve, even humans.
Student: I can't accept that humans came from bugs.
Profesor de biología: la teoría de la evolución afirma que todas las especies evolucionan, incluso los humanos.
Estudiante: No puedo aceptar que los humanos provengan de insectos.",fallacy of extension
edu,"Either you decide that you can afford this stereo, or decide not to have music for a while",false dilemma
edu,"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best.""",fallacy of credibility
edu,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children.""",fallacy of relevance
edu,"Because recent polling indicates that no voters in the county are strongly in favor of the proposed amendment, we can expect strong opposition to the amendment when it is voted on next month.",false dilemma
edu,"You can look cool in our clothes, or you can look like a loser.",false dilemma
edu,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!,ad hominem
edu,"Bill: ""I believe that Obamacare is wrong."" Dave: ""Of course you would say that, you're a Republican."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don't count. Like I said, you're a Republican, so you have to support the party line. Further, you are just a lapdog to the Republican incumbent so you can get a job , so I can't believe what you say.""",ad hominem
edu,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it.",intentional
edu,"Bush was ""determined to knock down Saddam Hussein"" because of his ""nuclear  bomb potential.""",false causality
edu,People who don't support the proposed state minimum wage increase hate the poor.,fallacy of extension
edu,Trying to convince others that everyone is doing it or everyone feels this way so they should too.,ad populum
edu,"""The Omani hospital tested three patients from Abu Dhabi and found they had the disease. They immediately banned all people from Abu Dhabi from entering the hospital.""",faulty generalization
edu,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it is reasonable to conclude that chocolate helps keep your weight down.",false causality
edu,"Either we accept the findings of this study demonstrating that this new intervention is the best to be used for this disorder, or we must no longer call ourselves scientists, psychologists, or reasonable people.",false dilemma
edu,We have no evidence that the Illuminati ever existed. They must have been so clever that they destroyed all the evidence.,intentional
edu,"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum
edu,What is the name of the fallacy in question 4 about Marcus?,ad populum
edu,"Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong.",ad hominem
edu,"""You're not Kenyan enough to be a good leader in Kenya.""",intentional
edu,"Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!",false causality
edu,Encourages the audience to become part of a group or act because other people are acting in the same way.,ad populum
edu,"""In March, 5G was introduced and then we all got COVID"" is an example of",false causality
edu,"Since the class is not asking any further questions, then that means that they are all ready for the test.",intentional
edu,Politician: We have to decide if we are going to support school choice or if we are going to support failing schools. Those are the only two options.,false dilemma
edu,"I want to have myself a merry little Christmas, but I refuse to do as the song suggests and make the yuletide gay.  I don't think sexual preference should have anything to do with enjoying the holiday.",equivocation
edu,John Green is a wonderful writer because he writes so well.,circular reasoning
edu,You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?,false dilemma
edu,"Zebedee: What is your view on the Christian God?
Mike: I don’t believe in any gods, including the Christian one.
Zebedee: So you think that we are here by accident, and all this design in nature is pure chance, and the universe just created itself?
Mike: You got all that from me stating that I just don’t believe in any gods?
",fallacy of extension
edu,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?",appeal to emotion
edu,"Minds, like rivers, can be broad. The broader the river, the shallower it is. Therefore, the broader the mind, the shallower it is.",fallacy of logic
edu,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you.",faulty generalization
edu,"If we allow euthanasia, the next thing you know, murder will be legal.",faulty generalization
edu,"Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships.",faulty generalization
edu,"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean.",false causality
edu,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",intentional
edu,Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can't believe that Pamela doesn't support the annual school dance.,fallacy of extension
edu,"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven.",fallacy of logic
edu,Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,fallacy of credibility
edu,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son!  He is a good boy who just made a mistake!",intentional
edu,Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!,fallacy of credibility
edu,"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection.",false causality
edu,"Aaron Rodgers says you should get State Farm Insurance on your home, car, motorcycle, or trailer!",fallacy of credibility
edu,"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit.",false dilemma
edu,"""That's why, under my plan, individuals will be required to carry basic health insurance -- just as most states require you to carry auto insurance. Likewise, businesses will be required to either offer their workers health care, or chip in to help cover the cost of their workers."" President Obama on Universal Health Coverage (some feel that health insurance and car insurance are different on many fundamental aspects, and this is a bad comparison)",fallacy of logic
edu,"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a text book in my medical exam.",fallacy of logic
edu,"Mining may destroy the environment, but how about the people whose jobs will be affected? Should we ban it?",fallacy of relevance
edu,"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady.",appeal to emotion
edu,"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything.",faulty generalization
edu,What is The Texas Sharpshooter?,intentional
edu,"In Act 1, Juror Seven says, ""There are still eleven of us who think he's guilty. You're alone."" His attempt to use numbers to persuade Eight is:",ad populum
edu,Happy families make happy children.,faulty generalization
edu,"""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily.""",ad hominem
edu,"Hillary Clinton wants to take your guns away, and she wants to abolish the Second Amendment.",false dilemma
edu,One day robots will enslave us all. It's true. My computer science teacher says so.,fallacy of credibility
edu,"In this election, we've seen the highest voter turnout ever recorded. If you have any doubts about Tyler Espinoza's qualifications, just look at how many people have come out to vote for him.",ad populum
edu,Won't you give the abandoned puppy a home?,appeal to emotion
edu,"Asians make lousy athletes, but do well at the Math Olympiad.",faulty generalization
edu,A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.,intentional
edu,Being overweight leads to a shortened lifespan because it's unhealthy.,circular reasoning
edu,"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!""",ad hominem
edu,"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die.",circular reasoning
edu,"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”",faulty generalization
edu,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls.",circular reasoning
edu,"The number of pirates in existence decreased as the global average temperature rose. Therefore, we can conclude that hotter weather reduces piracy.",circular reasoning
edu,A real video game would include set goals!,intentional
edu,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!”",appeal to emotion
edu,"Which fallacy am I? Combining facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument.",appeal to emotion
edu,"You support capital punishment just because you want an “eye for an eye,” but I have several good reasons to believe that capital punishment is fundamentally wrong…",fallacy of extension
edu,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business.",intentional
edu,"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work.",ad hominem
edu,"A year is 365 days long, so I celebrate my birthday every 365 days.",faulty generalization
edu,Jim spends most of his spare time hiking and picking up rocks for his collection. He really should go to college and study to become a geologist.,fallacy of logic
edu,"""Politician X is going to strip away your right to free speech!""",appeal to emotion
edu,"Since your parents named you ‘Harvest,’ they must be farmers.",false causality
edu,Over 5 million Filipinos use our products. It’s time to switch to our brand now!,ad populum
edu,"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!",false causality
edu,"Jamila is running for class president. In her campaign speech she says, ""Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year."" What fallacy has Jamila committed?",ad hominem
edu,"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!",faulty generalization
edu,Reduce complicated issues to only two possible courses of action.,false dilemma
edu,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began.",false causality
edu,"Speaker 1: I think we should lower the age of sexual consent to 16.
Speaker 2: 16 year olds are children. So, you think it’s OK for children to have sex? No, we shouldn’t lower the age of consent.",fallacy of extension
edu,Word processed papers are clearer and more error-free than typed papers  because they make use of new technology.,fallacy of credibility
edu,There is a global recession and more people are becoming hungry and desperate. Crimes of theft and robbery have been increasing at an alarming rate lately. The only way to solve this problem is by reinstating the death penalty,fallacy of relevance
edu,"A logical fallacy that compares minor misdeeds with major atrocities, suggesting that both are equally immoral.",fallacy of relevance
edu,"""If you don't cancel your cable, then..., then...., and you'll wake up in a ditch."" This is an example of...",faulty generalization
edu,"You should always eat everything on your plate, think of all the children in Africa who doesn’t always have enough food.",appeal to emotion
edu,All robin have red breasts,faulty generalization
edu,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.""",faulty generalization
edu,Check out the pretty lights.  Don’t look behind the curtain.,fallacy of relevance
edu,"When Donald Trump called Hillary Clinton “Killary” to discredit her and her reputation as a presidential candidate, he committed which logical fallacy?",ad hominem
edu,We know God exists because he made everything,circular reasoning
edu,"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making.",ad hominem
edu,"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!",false causality
edu,"Before I refute my opponent's argument, I would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team.",ad hominem
edu,"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”",false dilemma
edu,"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month.",fallacy of relevance
edu,"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.",ad hominem
edu,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test.",appeal to emotion
edu,"More and more people are buying sports utility vehicles. It is time you bought one, too!",ad populum
edu,"Billy - ""An apple is a vegetable."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
edu,employs analogies between things that are not really alike,fallacy of logic
edu,Which fallacy is used to attack a person's character,ad hominem
edu,"""Since 88% of people polled believe in UFOs, they must exist.”",ad populum
edu,"Bernice: Do you support Black Lives Matter?
Mildred: Of course, I do!
Bernice: Then you should support me looting that store.
Mildred: Wait... what?
",equivocation
edu,"Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend.",false causality
edu,"Andy states that a Scotsman would never put sugar on his porridge. Dougal replies that he is a Scotsman and he does put sugar on his porridge. Andy counters that no true Scotsman puts sugar on his porridge.

Andy thus changes the terms of the argument, implying that Dougal is not a ""true"" Scotsman in order to support his own position.",intentional
edu,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?",appeal to emotion
edu,The candidate for mayor was a really bad baseball player in college! Don't vote for him!,ad hominem
edu,When someone says that what is true of something as a whole must also be true of each of its parts.,faulty generalization
edu,"Jeannette has an upcoming exam in anatomy and physiology. It will cover the four chapters read and discussed over the last month. Jeannette hasn’t studied. Though there are well over 200 terms she will be expected to remember, Jeannette knows that her memory is great. She will remember the terms just from having heard them mentioned in class. After all, because of her excellent memory, she got through high school without studying. Despite her faith in her memory, her lack of studying results in an F on the exam.",appeal to emotion
edu,Ignore any scientific ideas from anyone who didn’t get a Ph.D.,fallacy of credibility
edu,Don’t waste your money on a home security system; master thieves will still be able to get into your house.,false dilemma
edu,"If we can send a woman into outerspace and communicate with them while they are there, then surely we can learn to communicate with one another in our state.",fallacy of logic
edu,"We admit that this measure is popular, but we also urge you to recognize that there are so many other bond issues on this ballot it is getting ridiculous.",fallacy of relevance
edu,"""If you buy a computer, you will become smarter.""",fallacy of logic
edu,It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why look at all the people trapped in jobs they don’t like.,fallacy of relevance
edu,A persuasive technique used in media messages that appeals to the “everyone is doing it” mentality,ad populum
edu,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional
edu,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you're saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
edu,"Fred, do you still cheat on your girlfriend?",intentional
edu,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",intentional
edu,"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!",appeal to emotion
edu,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to emotion
edu,"""Who is Sam Brownbeck, and why is he saying all those terrible things about rock lyrics? On Nov. 6, Brownbeck, an ambitious Kansas Republican ... convened a hearing billed as ""An Example of Violent Music Lyrics on Youth Behavior and Well Being ..."" Brownbeck's subcommittee, which supervises schools and streets in D.C., has much more important work to do, but the senator, who will run again in 1998, is clearly searching for an issue to give him national prominence.""",ad hominem
edu,I believe in God because no one can prove that a god doesn't exist.,intentional
edu,"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!",ad hominem
edu,"Person 1: I think pollution from humans contributes to climate change.

Person 2: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.?",fallacy of extension
edu,"I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast.",faulty generalization
edu,"According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?",ad hominem
edu,"Adultery, as well as philandering, is wrong.
Therefore, we have no biological tendency for multiple sex partners.",fallacy of relevance
edu,"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong.",fallacy of logic
edu,"""Vote for Smith or live through four more years of higher taxes.""",false dilemma
edu,A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.,fallacy of credibility
edu,People who don't like K-pop are racist.,ad hominem
edu,"""I can't understand how such a low performance student is able to talk about politics"" is an example of",ad hominem
edu,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",appeal to emotion
edu,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",appeal to emotion
edu,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem
edu,"“Oh, please. What would you know about labor laws? You don’t even have a job.”",ad hominem
edu,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink.",faulty generalization
edu,"Duke University has the best basketball player in the NCAA, therefore they will win the tournament this year.",faulty generalization
edu,"How do you expect me to support a school voucher program? Soon, all of our inner-city schools will have no money left, our children will give up hope, and the entire education system will collapse. No, there's no way I could support a program that will do all that.",fallacy of extension
edu,You have a friend who claims that cats like to go to windows and watch sunsets because that is what her cats does. What fallacy has she committed?,faulty generalization
edu,"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons.",false causality
edu,"""Your honor, I believe that we won this case. Look at the opposite camp; they were late for today's hearing!""",fallacy of relevance
edu,"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was.",equivocation
edu,"""All Muslims are terrorists"" is an example of",faulty generalization
edu,Love America or leave it.,false dilemma
edu,"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
",circular reasoning
edu,"The new iPhone comes out this weekend! If you don't get it, you're not cool!",ad populum
edu,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.",circular reasoning
edu,"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:
That he had returned the kettle undamaged;
That it was already damaged when he borrowed it;
That he had never borrowed it in the first place.
",fallacy of logic
edu,"A cloud is 90 percent water; a watermelon is 90 percent water. Therefore, since a plane can fly through a cloud, a plane can fly through a watermelon.",fallacy of logic
edu,"People generally like to walk on the beach.  Beaches have sand.  Therefore, having sand floors in homes would be a great idea!",fallacy of logic
edu,"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”",ad hominem
edu,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.,ad populum
edu,"When the new administration came on campus, test scores increased and attendance improved.",false causality
edu,This is an example of,false dilemma
edu,Doing something because everyone else is doing it,ad populum
edu,"""Annie must like Starbucks because all white girls like Starbucks.""",faulty generalization
edu,"""My uncle eats pizza and cake and he is thin. Pizza and cake aren’t the cause of obesity. "" is an example of",faulty generalization
edu,"The last Democrat winner of the New Hampshire primary won the general election. This year, the winner of the New Hampshire primary will win the general election.",faulty generalization
edu,"“Everyone else is doing it, so should you”.",ad populum
edu,"I am going to bed or watching TV.  I am exhausted, so I will go to bed; therefore, I cannot watch TV.",fallacy of logic
edu,"If you don't start recycling now, our entire planet will be destroyed in ten years.",appeal to emotion
edu,"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!",false causality
edu,"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us.",fallacy of relevance
edu,"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit. What logical fallacy has Anthony committed?
http://www.funtrivia.com",false causality
edu,Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,faulty generalization
edu,"“Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.”
What fallacy is this an example of?",false causality
edu,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",appeal to emotion
edu,"Your mom thinks you spend too much time playing video games. You bring up that
she spends too much time shopping.",fallacy of relevance
edu,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",appeal to emotion
edu,"One pill is good, two will be better",appeal to emotion
edu,"World-renowned physicist Dr. Patricia Mitchell assures me that exposure to natural sunlight, even exposure resulting in mild sunburn, is still significantly less of a cancer risk than brief exposure to the artificial light in a tanning bed. So I make sure to tell all of my friends that if they’re looking to get a tan this summer they should do it outdoors, and not at the tanning salon!",fallacy of credibility
edu,"""Every time my sister uses hairspray, it is an extremely hot day"" is an example of",false causality
edu,Studies show it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility
edu,I sneezed at the same time the power went off. My sneeze did something to make the power go off.,false causality
edu,"I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids.",ad populum
edu,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.",faulty generalization
edu,Pre-AP kids are smart and creative.,faulty generalization
edu,Layla is a liar! She should not be trusted to be president for student council!,ad hominem
edu,"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”",fallacy of credibility
edu,Using a double standard or arguing for an unjustified exception.,intentional
edu,"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time.",fallacy of relevance
edu,"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",faulty generalization
edu,"Charlie: I think we should put more money into schools. Quality public education is so important.

Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
edu,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to emotion
edu,Compares minor problems with much more serious crimes,fallacy of relevance
edu,"Fred, the Australian, stole my wallet. Thus, all Australians are thieves.",faulty generalization
edu,The news is fake because so much of the news is fake.,circular reasoning
edu,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs.",appeal to emotion
edu,"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth.",intentional
edu,"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",appeal to emotion
edu,I met a rude person from France yesterday. I guess all French people are rude.,faulty generalization
edu,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.,fallacy of credibility
edu,"""You are either with me or against me!"" is an example of which fallacy?",false dilemma
edu,"“We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.”",fallacy of credibility
edu,", rather than on his arguments or opinions.",ad hominem
edu,"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?",faulty generalization
edu,"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.",circular reasoning
edu,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror.",false causality
edu,"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'",ad hominem
edu,"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?",false causality
edu,You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.,ad hominem
edu,"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility
edu,"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",false causality
edu,Eat lamb--could thousands of coyotes be wrong?,ad populum
edu,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular reasoning
edu,"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",faulty generalization
edu,That's what you'd expect someone like him/her to say,ad hominem
edu,The numbers on gun violence speak for themselves. We should ban guns in the country!,faulty generalization
edu,"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization
edu,"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
edu,"I have a red car. My car was in a wreck. Therefore, all red cars get wrecked.",faulty generalization
edu,"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
edu,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization
edu,"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country.
Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",ad hominem
edu,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",circular reasoning
edu,"All hotdogs are fast food.
No hamburgers are hotdogs.
Therefore, no hamburgers are fast food.",fallacy of logic
edu,Americans should give money to charity because it is the right thing to do.,circular reasoning
edu,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension
edu,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.,false causality
edu,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.,false causality
edu,"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",appeal to emotion
edu,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",false causality
edu,Jimmy isn’t at school today. He must be on a family trip.,false causality
